song_id,name,artist,modify_times,num_beats_per_measure,num_quavers_per_beat,time_signature
1,123我爱你,新乐尘符,3,2,2,4/4
2,123木头人,黑涩会美眉,4,2,2,4/4
3,9420,麦小兜,2,2,2,4/4
4,Dear Friend,顺子,2,2,2,4/4
5,I Believe,范逸臣,1,2,2,4/4
6,Lovelovelove,蔡依林,1,2,2,4/4
7,一万个对不起,祁隆,1,2,2,4/4
8,一万个理由,郑源,3,2,2,4/4
9,一万个舍不得,庄心妍,1,2,2,4/4
10,一个人失忆,薛凯琪,2,2,2,4/4
11,一个人的北京,好妹妹乐队,3,2,2,4/4
12,一个人的天荒地老,张宇,3,2,2,4/4
13,一个人的寂寞两个人的错,贺一航,3,2,2,4/4
14,一个人的精彩,萧亚轩,3,2,3,6/8
15,一个人走,刘佳,4,2,2,4/4
16,一亿个伤心,蒙面哥,3,2,2,4/4
17,一剪梅,费玉清,3,2,2,4/4
18,一剪梅 DJ费玉清,DJ费玉清,3,2,2,4/4
19,一千年以后,林俊杰,3,2,2,4/4
20,一千零一夜,邰正宵,3,2,2,4/4
21,一吻之间,张碧晨,2,2,2,4/4
22,一场游戏一场梦,王杰,4,2,2,4/4
23,一壶老酒,陆树铭,2,2,2,4/4
24,一天一点爱恋,梁朝伟,2,2,2,4/4
25,一天到晚游泳的鱼,张雨生,3,2,2,4/4
26,一帘幽梦,邓丽君,2,2,2,4/4
27,一曲红尘,郭少杰,2,2,2,4/4
28,一百个放心,张津涤,1,2,2,4/4
29,一直很安静,阿桑,3,2,2,4/4
30,一眼万年,S.H.E,2,2,2,4/4
31,一瞬间,丽江小倩,1,2,2,4/4
32,一袖云,刘珂矣,4,2,2,4/4
33,一路向北,冷漠,2,2,2,4/4
34,丁香花,唐磊,1,3,2,3/4
35,七里香,刘瑞琦,3,2,2,4/4
36,三十出头,大哲,1,2,2,4/4
37,三寸天堂,严艺丹,3,2,2,4/4
38,三寸日光,梁静茹,1,2,2,4/4
39,三生三世十里桃花,那英,3,2,2,4/4
40,三生石上一滴泪,望海高歌,2,2,2,4/4
41,下一次相遇,雨露,4,2,2,4/4
42,下定决心忘记你,大哲,4,2,2,4/4
43,下沙,游鸿明,3,2,2,4/4
44,下辈子不做女人【新版】,陈瑞,2,2,2,4/4
45,下辈子如果我还记得你,马郁,2,2,2,4/4
46,下雨了,薛之谦,2,2,2,4/4
47,下雨天,南拳妈妈,4,2,2,4/4
48,下马酒之歌,乌兰图雅,2,2,2,4/4
49,不仅仅是喜欢,孙语赛 萧全,4,2,2,4/4
50,不再联系,夏天,2,2,2,4/4
51,不再见,陈学冬,1,2,2,4/4
52,不分手的恋爱,汪苏泷,2,2,2,4/4
53,不变的情缘,正云,2,2,2,4/4
54,不后悔遇到你,弹唱小蓉,3,2,2,4/4
55,不将就,李荣浩,4,2,2,4/4
56,不愿红尘错过你,吴易航,3,2,2,4/4
57,不是因为寂寞才想你,T.R.Y,2,2,2,4/4
58,不是我不小心,张镐哲,2,2,2,4/4
59,不爱我放了我,许茹芸,3,2,2,4/4
60,不白活一回,毛阿敏,2,2,2,4/4
61,不管有多苦,那英,2,2,2,4/4
62,不老梦,银临,2,3,2,3/4
63,不能说的秘密,周杰伦,4,2,2,4/4
64,不能这样活,刘欢,3,2,2,4/4
65,不要再来伤害我,张振宇,1,2,2,4/4
66,不要在我寂寞的时候说爱我,郑源,4,2,2,4/4
67,不要说话,陈奕迅,2,2,2,4/4
68,不让我的眼泪陪我过夜,齐秦,2,2,2,4/4
69,不醉不会,田馥甄,6,2,2,4/4
70,丑八怪,薛之谦,2,2,2,4/4
71,世界末日,周杰伦,7,2,2,4/4
72,东方之珠,罗大佑,5,2,2,4/4
73,东风志,Aki阿杰,6,2,2,4/4
74,东风破,周杰伦,2,2,2,4/4
75,丢了幸福的猪,姜玉阳,2,2,2,4/4
76,两只蝴蝶,庞龙,3,2,2,4/4
77,中华民谣,孙浩,1,2,2,4/4
78,为了谁,祖海,2,2,2,4/4
79,为什么相爱的人不能在一起,郑源,1,2,2,4/4
80,为你写诗,吴克群,5,2,2,4/4
81,为你我受冷风吹,林忆莲,7,2,2,4/4
82,为你等待,次仁央宗,4,2,2,4/4
83,为你而痛,岳思思,3,2,2,4/4
84,为爱付出,庄妮,2,2,2,4/4
85,为爱痴狂,刘若英,4,2,2,4/4
86,九九女儿红,陈少华,2,2,2,4/4
87,九张机,叶炫清,4,2,2,4/4
88,九百九十九朵玫瑰,邰正宵,5,2,2,4/4
89,二十岁的某一天,花粥,1,2,2,4/4
90,云在飞,云飞,3,2,2,4/4
91,亲亲我的宝贝,周华健,3,2,2,4/4
92,亲密爱人,蔡琴,1,2,3,6/8
93,亲爱的你怎么不在我身边,江美琪,1,2,2,4/4
94,亲爱的小孩,苏芮,2,2,2,4/4
95,亲爱的路人,刘若英,4,2,2,4/4
96,人在旅途,云菲菲,4,2,2,4/4
97,人生若只如初见,望海高歌,3,2,2,4/4
98,人质,张惠妹,1,2,2,4/4
99,人间,王菲,8,2,2,4/4
100,今世有缘,云菲菲,2,2,2,4/4
101,今夜你又在和谁约会,涓子,2,2,2,4/4
102,今夜无眠,周冰倩,1,3,2,3/4
103,今夜的你又在和谁约会,暴林,4,2,2,4/4
104,今天,刘德华,1,2,2,4/4
105,今生只为遇见你,波拉,3,2,2,4/4
106,今生缘,川子,4,2,2,4/4
107,从头再来,刘欢,2,3,2,3/4
108,他一定很爱你,阿杜,4,2,2,4/4
109,他还是不懂,SHE,1,2,2,4/4
110,以后别做朋友,周兴哲,3,2,2,4/4
111,以后的以后,庄心妍,8,2,2,4/4
112,会呼吸的痛,梁静茹,2,2,2,4/4
113,会痛的石头,萧敬腾,4,2,2,4/4
114,传奇,李健,2,2,2,4/4
115,伤了心的女人怎么了,刘涛,4,2,2,4/4
116,伤心1999,王杰,1,2,2,4/4
117,伤心城市,云菲菲,2,2,2,4/4
118,伤心太平洋,任贤齐,3,2,2,4/4
119,伤心泪,陈星,4,2,2,4/4
120,伤心的时候可以听情歌,欢子,3,2,2,4/4
121,伤心的站台,安东阳,3,2,2,4/4
122,伤河,李雨儿,4,2,2,4/4
123,何必在一起,张杰,2,2,2,4/4
124,何日君再来,邓丽君,2,2,2,4/4
125,何时了却这牵挂,晨熙,1,2,2,4/4
126,你一定要幸福,何洁,1,2,2,4/4
127,你不知道的事,王力宏,1,2,2,4/4
128,你会爱我到什么时候,陶钰玉,1,2,2,4/4
129,你到底有没有爱过我,蓝波,1,2,2,4/4
130,你到底爱谁,刘嘉亮,1,2,2,4/4
131,你就不要想起我,田馥甄,2,2,2,4/4
132,你快回来,孙楠,2,2,2,4/4
133,你怎么舍得我难过,黄品源,1,2,2,4/4
134,你是我的玫瑰花,庞龙,3,2,2,4/4
135,你曾是少年,S.H.E,1,2,2,4/4
136,你潇洒我漂亮,韩宝仪,1,2,2,4/4
137,你爱我像谁,张卫健,2,2,2,4/4
138,你牛什么牛,唐古,1,2,2,4/4
139,你的样子,林志炫,1,2,2,4/4
140,你的甜蜜,范晓萱,3,2,2,4/4
141,你的眼神,蔡琴,1,2,2,4/4
142,你的眼角流着我的泪,曹越,2,2,2,4/4
143,你的过去我不介意,唐古,2,2,2,4/4
144,你的选择,易欣,5,2,2,4/4
145,你知道我在等你吗,白百何,1,2,2,4/4
146,你究竟有几个好妹妹,孟庭苇,1,2,2,4/4
147,你要的不是我,林俊杰,2,2,2,4/4
148,你还要我怎样,薛之谦,3,2,2,4/4
149,修炼爱情,林俊杰,2,2,2,4/4
150,倒带,蔡依林,3,2,2,4/4
151,借,毛不易,2,2,2,4/4
152,假如爱有天意,李健,2,3,2,3/4
153,假情真爱,阿华,1,2,2,4/4
154,假装,陈雪凝,2,2,2,4/4
155,偏爱,张芸京,1,2,2,4/4
156,做你的爱人,饶天亮,2,2,2,4/4
157,做你的雪莲,艾歌,4,2,2,4/4
158,偿还,邓丽君,1,2,2,4/4
159,催眠,王菲,4,2,2,4/4
160,傻子,林宥嘉,3,2,2,4/4
161,像我这样的人,毛不易,2,2,2,4/4
162,像梦一样自由,汪峰,3,2,2,4/4
163,像风一样自由,许巍,1,2,2,4/4
164,儿歌,张悬,2,2,2,4/4
165,儿行千里,刘和刚,1,2,2,4/4
166,兄弟 想你了,姜鹏,1,2,2,4/4
167,兄弟干杯,庞龙,1,2,2,4/4
168,兄弟抱一下,庞龙,2,2,2,4/4
169,光,陈粒,2,2,2,4/4
170,光年之外,邓紫棋,1,2,2,4/4
171,光阴的故事,罗大佑,1,2,3,6/8
172,克卜勒,孙燕姿,1,2,2,4/4
173,关不上的窗,周传雄,2,3,2,3/4
174,关于郑州的记忆,李志,2,2,2,4/4
175,其实,薛之谦,2,2,2,4/4
176,其实你不懂我的心,童安格,4,3,2,3/4
177,其实都没有,杨宗纬,1,2,2,4/4
178,再回到从前,张镐哲,1,2,2,4/4
179,再见,张震岳,1,2,2,4/4
180,最初的梦想,范玮琪,2,2,2,4/4
181,最初的记忆,徐佳莹,2,2,2,4/4
182,最后一个情人,赵真,3,2,2,4/4
183,最后一首情歌,苏琛,2,2,2,4/4
184,最幸福的人,曾春年,2,2,2,4/4
185,最浪漫的事,赵咏华,4,2,2,4/4
186,最熟悉的陌生人,萧亚轩,1,2,2,4/4
187,最真的梦,孙露,2,2,2,4/4
188,最美情侣,白小白,2,2,2,4/4
189,最美的光,尚琪祺,1,2,2,4/4
190,最美的太阳,张杰,2,2,2,4/4
191,最美的情缘,魏新雨,2,2,2,4/4
192,最远的你是我最近的爱,金悦,3,2,2,4/4
193,最重要的决定,范玮琪,1,2,2,4/4
194,最长的电影,周杰伦,2,2,2,4/4
195,军中绿花,小曾,1,2,2,4/4
196,冲动的惩罚,刀郎,3,2,2,4/4
197,冻结,林俊杰,2,2,2,4/4
198,凡人歌,李宗盛,3,2,2,4/4
199,出卖,简弘亦,2,2,2,4/4
200,刀剑如梦,董贞,4,2,2,4/4
201,分手在那个秋天,浩瀚,2,2,2,4/4
202,刚好遇见你,李玉刚,1,2,2,4/4
203,初爱【原版】,杨宗纬,2,3,2,3/4
204,别再说,孙露,2,2,2,4/4
205,别哭我最爱的人,郑智化,2,2,2,4/4
206,别找我麻烦,蔡健雅,2,2,2,4/4
207,别说我的眼泪你无所谓,郑源,1,2,2,4/4
208,前门情思大碗茶,杭天琪,3,2,2,4/4
209,剪爱,张惠妹,2,2,2,4/4
210,勇气,梁静茹,2,2,2,4/4
211,勉为其难,王冕,5,2,2,4/4
212,勿忘你,高安,2,2,2,4/4
213,勿忘心安,张杰,2,2,2,4/4
214,包容,郑源,4,2,2,4/4
215,匆匆那年,王菲,1,3,2,3/4
216,化身孤岛的鲸,周深,3,2,2,4/4
217,十一年,邱永传,2,2,2,4/4
218,十七岁的雨季,林志颖,4,2,2,4/4
219,十五的月亮,董文华,2,2,2,4/4
220,十年,陈奕迅,2,2,2,4/4
221,千年等一回,高胜美,1,2,2,4/4
222,千言万语,邓丽君,1,2,2,4/4
223,半城烟沙,许嵩,1,2,2,4/4
224,半岛铁盒,周杰伦,1,2,2,4/4
225,半情歌,元若蓝,1,2,2,4/4
226,卓玛,亚东,2,2,2,4/4
227,南山南,马頔,3,2,2,4/4
228,南方姑娘,江智民,2,2,2,4/4
229,卷珠帘,霍尊,2,2,2,4/4
230,历史的天空,毛阿敏,2,2,2,4/4
231,原来你也在这里,刘若英,2,3,2,3/4
232,原来你什么都不要,张惠妹,3,2,2,4/4
233,原谅,张玉华,2,2,2,4/4
234,原谅我一次,欢子,1,2,2,4/4
235,去大理,郝云,2,2,2,4/4
236,发如雪,周杰伦,1,2,2,4/4
237,受了点伤,阿桑,1,2,2,4/4
238,只要你过得比我好,钟镇涛,1,2,2,4/4
239,可乐,赵浴辰,3,2,2,4/4
240,可念不可说,崔子格,1,2,2,4/4
241,向天再借五百年,韩磊,3,2,2,4/4
242,听海,张学友,4,2,2,4/4
243,听说爱情回来过,杨宗纬,2,2,2,4/4
244,吻和泪,周子寒,2,2,2,4/4
245,味道,辛晓琪,2,2,2,4/4
246,命运不是辘轳,李娜,1,2,2,4/4
247,和你一样,李宇春,2,2,2,4/4
248,咖喱咖喱,叶洛洛,1,2,2,4/4
249,哥有老婆,纪晓斌,1,2,2,4/4
250,哭砂,张惠妹,2,2,2,4/4
251,唐人,孙子涵,1,2,2,4/4
252,唯一,王力宏,2,2,2,4/4
253,喜剧之王,李荣浩,1,2,2,4/4
254,喜欢你,徐佳莹,1,3,2,3/4
255,嘴巴嘟嘟,刘子璇,2,2,2,4/4
256,囚鸟,彭羚,2,2,2,4/4
257,四季歌,邓丽君,3,2,2,4/4
258,回忆那么伤,孙子涵,2,2,2,4/4
259,回忆里的那个人,李行亮,3,2,2,4/4
260,因为你爱上他,蒋雪儿,4,2,2,4/4
261,因为爱所以爱,谢霆锋,2,2,2,4/4
262,在心里从此永远有个你,办桌二人组,2,2,2,4/4
263,在梦中,彭丽丽,1,2,2,4/4
264,在此刻,韩磊,1,2,2,4/4
265,在深秋,阿悄,2,2,2,4/4
266,在那遥远的地方,王洛宾,5,2,2,4/4
267,夏洛特烦恼,金志文,5,2,2,4/4
268,外愈,任然,2,2,2,4/4
269,外面的世界,齐秦,3,2,2,4/4
270,多情人都把灵魂给了谁,李翊君,1,2,2,4/4
271,多想做你最爱的人,望海高歌,2,2,2,4/4
272,多想留在你身边,刘增瞳,2,2,2,4/4
273,夜深人静更想你,望海高歌,4,2,2,4/4
274,夜空中最亮的星,逃跑计划,4,2,2,4/4
275,夜车,曾轶可,2,2,2,4/4
276,大哥,柯受良,2,2,2,4/4
277,大海,张雨生,3,2,2,4/4
278,大王叫我来巡山【万万没想到】,赵英俊,4,2,2,4/4
279,大鱼,周深,4,2,2,4/4
280,天之大,毛阿敏,3,3,2,3/4
281,天亮了,韩红,2,2,2,4/4
282,天使,五月天,4,2,2,4/4
283,天使的翅膀,安琥,1,2,2,4/4
284,天在下雨我在想你,祁隆,3,2,2,4/4
285,天意,刘德华,4,2,2,4/4
286,天边,布仁巴雅尔,3,2,2,4/4
287,天高地厚,信乐团,3,2,2,4/4
288,太多,陈冠蒲,1,2,2,4/4
289,太想爱你,张信哲,1,2,2,4/4
290,太早,刘允乐,2,2,2,4/4
291,你走吧,周艳泓,2,2,2,4/4
292,夜曲,周杰伦,2,2,2,4/4
293,女人心,陈瑞,3,2,2,4/4
294,女儿情,吴静,1,2,2,4/4
295,她的背影,王杰,2,2,2,4/4
296,好不容易,张靓颖,2,2,2,4/4
297,好人一生平安,李娜,2,2,2,4/4
298,好听,许茹芸,2,2,2,4/4
299,好想好想,古巨基,2,2,2,4/4
300,好男人,张镐哲,3,2,2,4/4
301,如果你也听说,张惠妹,4,2,2,4/4
302,如果你是我的传说,刘德华,1,2,2,4/4
303,如果当时,许嵩,1,2,2,4/4
304,如果爱下去,张靓颖,8,2,2,4/4
305,如果这就是爱情,张靓颖,3,2,2,4/4
306,如果这都不算爱,张学友,2,2,2,4/4
307,妈妈,祁隆,1,3,2,3/4
308,妈妈的吻,卓依婷,3,2,2,4/4
309,姐姐,贾盛强,2,2,2,4/4
310,姐姐妹妹站起来,陶晶莹,1,2,2,4/4
311,孟婆的碗,魏佳艺,2,2,3,6/8
312,孤单北半球,欧得洋,1,2,2,4/4
313,孤单坠爱,庄心妍,3,2,2,4/4
314,孤枕难眠,周华健,1,2,2,4/4
315,学不会,林俊杰,2,2,2,4/4
316,宁夏,梁静茹,2,2,2,4/4
317,安和桥,宋冬野,1,2,2,4/4
318,安眠药,张禄籴,2,2,2,4/4
319,安静了,S.H.E,1,2,2,4/4
320,宝贝,张悬,3,2,2,4/4
321,容易受伤的女人,邝美云,1,2,2,4/4
322,寂寞沙洲冷,周传雄,1,2,2,4/4
323,寂寞的双手,张可儿,3,2,2,4/4
324,寂寞的季节,陶喆,4,2,2,4/4
325,对嘴,周笔畅,4,2,2,4/4
326,小兔子乖乖,儿歌,2,2,2,4/4
327,小宝贝,夏天播放,2,2,2,4/4
328,小小,容祖儿,1,3,2,3/4
329,小小的太阳,孙露,4,2,2,4/4
330,小幸运,田馥甄,2,2,2,4/4
331,小星星,经典名曲,4,2,2,4/4
332,小毛驴,儿童歌曲,1,2,2,4/4
333,小燕子,儿童歌曲,1,2,2,4/4
334,小白杨,阎维文,2,2,2,4/4
335,小芳,李春波,4,2,2,4/4
336,小苹果,筷子兄弟,3,2,2,4/4
337,小草,杨烁,2,2,2,4/4
338,少年锦时,赵雷,1,2,2,4/4
339,尚好的青春,孙燕姿,3,2,2,4/4
340,尽头,赵方婧,3,2,2,4/4
341,山水之间,许嵩,3,2,2,4/4
342,岁月神偷,金玟岐,3,2,2,4/4
343,左边,杨丞琳,2,2,2,4/4
344,带我走,杨丞琳,3,2,2,4/4
345,带走,莫艳琳,2,2,2,4/4
346,平凡之路,朴树,1,2,2,4/4
347,幸福的瞬间,许绍洋,2,2,2,4/4
348,幻听,许嵩,2,2,2,4/4
349,广东爱情故事,广东雨神,2,2,2,4/4
350,庐州月,许嵩,4,2,3,6/8
351,康定情歌,卓依婷,2,2,2,4/4
352,康美之恋,谭晶,4,2,2,4/4
353,开不了口,周杰伦,2,2,2,4/4
354,开始懂了,孙燕姿,2,2,2,4/4
355,开开心心每一天,囚鸟,1,2,2,4/4
356,异乡人,李健,1,2,2,4/4
357,张三的歌,蔡琴,1,2,2,4/4
358,弱点,贺敬轩,1,2,2,4/4
359,当你,林俊杰,1,2,2,4/4
360,当你老了,赵照,2,2,3,6/8
361,当我孤独的时候还可以抱着你,郑源,1,2,2,4/4
362,当我想你的时候,汪峰,4,2,2,4/4
363,当爱在靠近,刘若英,1,2,2,4/4
364,很爱很爱你,刘若英,1,2,2,4/4
365,得到你的人却得不到你的心,欢子,3,2,2,4/4
366,微风细雨,邓丽君,1,2,2,4/4
367,心云,林志颖,5,2,2,4/4
368,心如刀割,张学友,3,2,2,4/4
369,心愿,四个女生,7,3,2,3/4
370,心痛2009新版,欢子,1,2,2,4/4
371,心相印手牵手,杨钰莹,1,2,2,4/4
372,心要让你听见,邰正宵,1,2,2,4/4
373,心酸,林宥嘉,5,2,2,4/4
374,忘不了,童安格,2,2,2,4/4
375,忘情水,刘德华,5,2,2,4/4
376,忘记时间,胡歌,4,2,2,4/4
377,忽然之间,莫文蔚,2,2,2,4/4
378,忽然好想念,唐古,3,2,2,4/4
379,怀念青春,刘刚,1,2,3,6/8
380,怎么唱情歌,刘惜君,1,2,2,4/4
381,思念天边的你,谢世超,1,2,2,4/4
382,思念无期,望海高歌,3,2,2,4/4
383,思慕,郁可唯,4,2,2,4/4
384,恋人心,魏新雨,1,2,2,4/4
385,恋曲1990,罗大佑,1,2,2,4/4
386,恋爱ing,五月天,1,2,2,4/4
387,恰似你的温柔,蔡琴,3,2,2,4/4
388,悟,刘德华,1,2,2,4/4
389,情人,刀郎,1,2,2,4/4
390,情人鹤顶红,叶贝文,2,2,2,4/4
391,情歌,梁静茹,3,2,2,4/4
392,情毒,囚鸟,9,2,2,4/4
393,情深深雨蒙蒙,赵薇,1,2,3,6/8
394,情花,本兮,1,2,2,4/4
395,情锁,陈星,1,2,2,4/4
396,惜别的海岸,龙飘飘,2,2,2,4/4
397,想你想到心里头,杨浩龙,1,2,2,4/4
398,想你的夜,关喆,3,2,2,4/4
399,想你零点零一分,张靓颖,1,2,2,4/4
400,想和你去吹吹风,张学友,1,2,2,4/4
401,想太多,李玖哲,1,2,2,4/4
402,想念妈妈,天堂飘雪,2,2,2,4/4
403,想着你亲爱的,陈美惠,1,2,2,4/4
404,想着你的好,祁隆,1,2,2,4/4
405,想自由,林宥嘉,2,2,2,4/4
406,愁啊愁,迟志强,1,2,2,4/4
407,感动天感动地,宇桐非,2,2,2,4/4
408,感恩的心,欧阳菲菲,1,2,2,4/4
409,愿做菩萨那朵莲,路勇,3,2,2,4/4
410,愿得一人心,李行亮,2,2,2,4/4
411,成全,刘若英,2,2,2,4/4
412,成都,民谣 赵雷,1,2,3,6/8
413,我,蔡依林,1,2,2,4/4
414,我不后悔,郑源,1,2,2,4/4
415,我不恨你,郑源,1,2,2,4/4
416,我不想说,杨钰莹,1,2,2,4/4
417,我不愿让你一个人,五月天,1,2,2,4/4
418,我以为,品冠,1,2,2,4/4
419,我们不一样,大壮,1,2,2,4/4
420,我们俩,郭顶,1,2,2,4/4
421,我们的明天【重返20岁】,鹿晗,3,2,2,4/4
422,我们的歌,王力宏,1,2,2,4/4
423,我们的爱,飞儿乐团,2,2,2,4/4
424,我们说好的,张靓颖,2,2,2,4/4
425,我们都是好孩子,王筝,6,2,2,4/4
426,我会好好的,王心凌,1,2,2,4/4
427,我最亲爱的,张惠妹,2,2,2,4/4
428,我只在乎你,邓丽君,1,2,2,4/4
429,我在前世约了你,唐古,1,2,2,4/4
430,我多喜欢你，你会知道,王俊琪,1,2,2,4/4
431,我好想你,苏打绿,2,2,2,4/4
432,我害怕,薛之谦,2,2,2,4/4
433,我很快乐,刘惜君,1,2,2,4/4
434,我总是一个人在练习一个人,林宥嘉,1,2,2,4/4
435,我想我不会爱你,田馥甄,2,2,2,4/4
436,我想我不够好,单色凌,2,2,2,4/4
437,我愿意,王菲,2,2,2,4/4
438,我是一只鱼,任贤齐,1,2,2,4/4
439,我是真的爱上你,王杰,1,2,2,4/4
440,我是真的真的很爱你,言承旭,2,2,2,4/4
441,我曾用心爱着你,潘美辰,1,2,2,4/4
442,我爱洗澡,范晓萱,1,2,3,6/8
443,我爱的人,陈小春,1,2,2,4/4
444,我的中国心,张明敏,2,2,2,4/4
445,我的唇吻不到我爱的人,王奕心,1,2,2,4/4
446,我的好兄弟,小沈阳,2,2,2,4/4
447,我的好妈妈,儿歌,2,2,2,4/4
448,我的心好冷,Sara,2,2,2,4/4
