song_id,name,artist,modify_times,num_beats_per_measure,num_quavers_per_beat,time_signature
449,我的快乐就是想你,陈雅森,3,2,2,4/4
450,我的情深若你懂,王建荣,4,2,2,4/4
451,我的楼兰,云朵,1,2,2,4/4
452,我的歌声里,曲婉婷,2,2,2,4/4
453,我的眼里只有你,景岗山,2,2,2,4/4
454,我相信,杨培安,6,2,2,4/4
455,我真的受伤了,张学友,2,2,2,4/4
456,我知道你很难过,蔡依林,4,2,2,4/4
457,我等到花儿也谢了,张学友,5,2,2,4/4
458,我管你,华晨宇,3,2,2,4/4
459,我终于失去了你,赵传,2,2,2,4/4
460,我要抱着你,庞龙,1,2,2,4/4
461,我要的飞翔,许飞,2,2,2,4/4
462,我走以后,张靓颖,2,2,2,4/4
463,我还想她,林俊杰,2,2,2,4/4
464,我这个你不爱的人,迪克牛仔,2,2,2,4/4
465,戒烟,李荣浩,3,2,2,4/4
466,手掌心,丁当,1,2,2,4/4
467,找一个字代替,邰正宵,1,2,2,4/4
468,把悲伤留给自己,陈升,1,2,2,4/4
469,把酒倒满,李晓杰,1,2,2,4/4
470,抹去泪水,韩宝仪,1,2,2,4/4
471,拉住妈妈的手,刘和刚,1,2,2,4/4
472,掌声响起来,毛阿敏,3,2,2,4/4
473,搁浅,周杰伦,1,2,2,4/4
474,摘下满天星,郑少秋,1,2,2,4/4
475,撕夜,阿杜,2,2,2,4/4
476,擦肩而过,郑源,1,2,2,4/4
477,放不下的情缘,勾辉,1,2,2,4/4
478,放手去爱,迪克牛仔,4,2,2,4/4
479,放生,范逸臣,1,2,2,4/4
480,放过,崔天琪,1,2,2,4/4
481,故乡,许巍,1,2,2,4/4
482,故乡的云,费翔,2,2,2,4/4
483,数到五答应我,曹格,1,2,2,4/4
484,斑马斑马,张婧懿,4,2,2,4/4
485,新不了情,万芳,2,2,2,4/4
486,新女人花,陈瑞,1,2,2,4/4
487,新贵妃醉酒,李玉刚,1,2,2,4/4
488,旅行,许巍,1,2,2,4/4
489,旅行的意义,陈绮贞,1,2,2,4/4
490,旋木,王菲,4,2,2,4/4
491,无奈的思绪,韩宝仪,3,2,2,4/4
492,无情的世界无情的你,冷漠,1,2,2,4/4
493,无所谓,杨坤,4,2,2,4/4
494,无条件,陈奕迅,1,2,2,4/4
495,日不落,蔡依林,1,2,2,4/4
496,时间煮雨,郁可唯,1,2,2,4/4
497,明天你是否依然爱我,童安格,1,2,2,4/4
498,明天过后,张杰,1,2,2,4/4
499,明明就,周杰伦,1,2,2,4/4
500,明月千里寄相思,徐小凤,1,2,2,4/4
501,明月天涯,五音Jw,2,2,2,4/4
502,易燃易爆炸,陈粒,3,2,2,4/4
503,星座书上,许嵩,1,2,2,4/4
504,星月情缘,安东阳,1,2,2,4/4
505,星月神话,金莎,3,2,2,4/4
506,星语心愿,任贤齐,4,2,2,4/4
507,春夏秋冬的你,王宇良,2,2,2,4/4
508,春天的故事,董文华,3,2,2,4/4
509,春天里,汪峰,4,2,3,6/8
510,春泥,庾澄庆,1,2,2,4/4
511,春风十里,鹿先森乐队,1,2,2,4/4
512,昨夜星辰,高胜美,1,2,2,4/4
513,是否我真的一无所有,王杰,3,2,2,4/4
514,是非题,范玮琪,3,2,2,4/4
515,晚秋,毛宁,1,2,2,4/4
516,晴天,周杰伦,2,2,2,4/4
517,暖心,风语,1,2,2,4/4
518,暖暖,梁静茹,1,2,2,4/4
519,曲终人散,张宇,1,2,2,4/4
520,曹操,林俊杰,3,2,2,4/4
521,曾经最美,朱铭捷,1,2,2,4/4
522,曾经心痛,卓依婷,1,2,2,4/4
523,曾经是我最爱的人,陈瑞,1,2,2,4/4
524,曾经爱过你,郑源,1,2,2,4/4
525,曾经的你,许巍,4,2,2,4/4
526,月亮代表我的心,张国荣,1,2,2,4/4
527,月亮惹的祸,张宇,3,2,2,4/4
528,月半小夜曲,陈慧娴,1,2,2,4/4
529,月半弯,陈坤,2,2,2,4/4
530,月满西楼,安雯,1,2,2,4/4
531,月牙湾,F.I.R,1,2,2,4/4
532,有一种爱叫做放手,阿木,4,2,2,4/4
533,有何不可,许嵩,1,2,2,4/4
534,有没有一种思念永不疲惫,许强,1,2,2,4/4
535,有没有人告诉你,陈楚生,1,2,2,4/4
536,朋友,周华健,2,2,2,4/4
537,朋友别哭,吕方,2,2,2,4/4
538,朋友名义,六哲,2,2,2,4/4
539,朋友的酒,李晓杰,1,2,2,4/4
540,望星空,董文华,1,2,2,4/4
541,末班车,萧煌奇,1,2,2,4/4
542,杀猪刀,杨浩龙,4,2,2,4/4
543,枕着你的名字入眠,陈明,2,2,2,4/4
544,柠檬草的味道,蔡依林,1,2,2,4/4
545,桃花运,杨钰莹,1,2,2,4/4
546,梅花三弄,卓依婷,2,2,2,4/4
547,梅花泪,云菲菲,2,2,2,4/4
548,梦醒了,那英,2,2,2,4/4
549,梦醒时分,陈淑桦,5,2,2,4/4
550,梦里想你多少回,雨露,4,2,2,4/4
551,梨花又开放,邱诗晗,2,2,2,4/4
552,棉花糖,至上励合,4,2,2,4/4
553,樱花草,Sweety,1,2,2,4/4
554,歌在飞,申菲,2,2,2,4/4
555,死心塌地去爱你,门丽,2,2,2,4/4
556,殇雪,云菲菲,1,2,2,4/4
557,残酷月光,林宥嘉,3,2,2,4/4
558,比心更痛的眼眸,郑源,2,2,2,4/4
559,氧气,范晓萱,2,2,2,4/4
560,水手,郑智化,3,2,2,4/4
561,水星记,郭顶,2,2,2,4/4
562,水墨雪,陈瑞,2,2,2,4/4
563,永远是朋友,卓依婷,1,2,2,4/4
564,没了心的爱,任盈盈,1,2,2,4/4
565,没有什么不同,曲婉婷,2,2,2,4/4
566,没有你陪伴我真的好孤单,梦然,4,2,2,4/4
567,泪桥,伍佰,1,2,2,4/4
568,泪海,许茹芸,7,2,2,4/4
569,泼茶香,刘珂矣,1,2,2,4/4
570,洋葱,杨宗纬,2,2,2,4/4
571,流年,王菲,1,2,2,4/4
572,流星雨,F4,3,2,2,4/4
573,流浪歌,卓依婷,3,2,2,4/4
574,流着泪说分手,金志文,2,2,2,4/4
575,浪人情歌,伍佰,2,2,3,6/8
576,浪花一朵朵,任贤齐,2,2,2,4/4
577,浪费,林宥嘉,1,2,2,4/4
578,海浪,黄品源,4,2,2,4/4
579,海芋恋,萧敬腾,2,2,3,6/8
580,消愁,毛不易,1,2,2,4/4
581,淋雨一直走,张韵涵,1,2,2,4/4
582,清明雨上,许嵩,2,2,2,4/4
583,渴望,毛阿敏,2,2,2,4/4
584,滚滚红尘,陈淑桦,3,3,2,3/4
585,滴答,侃侃,2,2,2,4/4
586,潇洒的走,高胜美,4,2,2,4/4
587,潮湿的心,卓依婷,2,2,2,4/4
588,火烧的寂寞,信,2,2,2,4/4
589,火苗,格格,3,2,2,4/4
590,灰姑娘,郑钧,2,2,2,4/4
591,烛光里的妈妈,毛阿敏,2,2,2,4/4
592,爱,莫文蔚,3,3,2,3/4
593,爱一点,莫艳琳,2,2,2,4/4
594,爱不爱我,零点乐队,2,2,2,4/4
595,爱与哀愁,童安格,3,2,2,4/4
596,爱久见人心,梁静茹,2,2,2,4/4
597,爱似水仙,金海心,5,2,2,4/4
598,爱你一万年,韩宝仪,4,2,2,4/4
599,爱你十分泪七分,裘海正,3,2,2,4/4
600,爱你没错,张信哲,1,2,2,4/4
601,爱你那么多,陈瑞,1,2,2,4/4
602,爱到尽头也无悔,梦然,1,2,2,4/4
603,爱到深处全是泪,雨中百合,1,2,2,4/4
604,爱囚,庄心妍,1,2,2,4/4
605,爱在西元前,周杰伦,5,2,2,4/4
606,爱如潮水,张信哲,3,2,2,4/4
607,爱如空气,孙俪,2,2,2,4/4
608,爱就一个字,张信哲,3,2,2,4/4
609,爱情转移,陈奕迅,2,2,2,4/4
610,爱情这杯酒谁喝都得醉,闫旭,2,2,2,4/4
611,爱情错觉,王娅,2,2,2,4/4
612,爱我的人和我爱的人,游鸿明,3,2,2,4/4
613,爱我还是他,陶喆,3,2,2,4/4
614,爱的世界只有你,祁隆,1,2,2,4/4
615,爱的代价,张艾嘉,1,2,2,4/4
616,爱的天国,王心凌,1,2,2,4/4
617,爱的奉献,韦唯,2,2,2,4/4
618,爱的路上只有我和你,任贤齐,6,2,2,4/4
619,爱的魔法,金莎,1,2,2,4/4
620,爱笑的眼睛,林俊杰,3,2,2,4/4
621,爱要怎么说出口,林俊杰,4,2,2,4/4
622,父亲,筷子兄弟,2,2,2,4/4
623,父亲写的散文诗,李健,2,2,2,4/4
624,父亲的草原母亲的河,云飞,2,3,3,9/8
625,爸爸妈妈,王蓉,1,2,2,4/4
626,牧羊曲,龚玥,2,2,2,4/4
627,牵丝戏,Aki阿杰,1,2,2,4/4
628,牵挂你的人是我,高林生,1,2,2,4/4
629,狂浪生,李宗南,1,2,2,4/4
630,狐狸,薛之谦,1,2,2,4/4
631,独家记忆,陈小春,2,2,2,4/4
632,独角戏,许茹芸,1,2,3,6/8
633,狮子座,曾轶可,1,2,2,4/4
634,献给妈妈的歌,德乾旺姆,1,2,2,4/4
635,王妃,萧敬腾,3,2,2,4/4
636,玫瑰花的葬礼,许嵩,1,2,2,4/4
637,珊瑚颂,卓依婷,1,2,2,4/4
638,甘心情愿,郭峰,1,2,2,4/4
639,甜甜的,周杰伦,6,2,2,4/4
640,甜蜜蜜,邓丽君,3,2,2,4/4
641,生如夏花,朴树,2,2,2,4/4
642,生日礼物,江涛,1,2,2,4/4
643,生生,林俊杰,1,2,2,4/4
644,用心良苦,张宇,2,2,2,4/4
645,电台情歌,莫文蔚,1,2,2,4/4
646,男人的好,张宇,2,2,2,4/4
647,男孩,梁博,1,2,2,4/4
648,画颜,魏新雨,1,2,2,4/4
649,留什么给你,孙楠,1,2,2,4/4
650,疑心病,任然,1,2,2,4/4
651,痒,黄龄,2,2,2,4/4
652,痴心绝对,李圣杰,1,2,2,4/4
653,白桦林,朴树,6,3,2,3/4
654,白色恋人,游鸿明,2,3,2,3/4
655,白龙马,儿童歌曲,1,2,2,4/4
656,百万个吻,陈明真,3,2,2,4/4
657,盛夏,毛不易,2,2,2,4/4
658,盛夏的果实,莫文蔚,3,2,2,4/4
659,相思河,风语,1,2,2,4/4
660,相思渡口,祁隆,3,2,2,4/4
661,相思的债,陈瑞,1,2,2,4/4
662,相逢是首歌,俞静,1,3,2,3/4
663,眉间雪,晴愔,1,2,2,4/4
664,看得最远的地方,张韶涵,2,2,2,4/4
665,看月亮爬上来,张杰,4,2,2,4/4
666,看透爱情看透你,冷漠,1,2,2,4/4
667,真爱你的云,黄国俊,3,2,2,4/4
668,着魔,张杰,2,2,2,4/4
669,知道不知道,邓丽君,2,2,2,4/4
670,短发,梁咏琪,4,2,2,4/4
671,祈祷,卓依婷,3,2,2,4/4
672,祖国祖国我们爱你,儿歌,1,2,2,4/4
673,祝你平安,孙悦,2,2,2,4/4
674,祝我生日快乐,温岚,1,2,2,4/4
675,神奇的九寨,容中尔甲,2,2,2,4/4
676,离人愁,李袁杰,1,2,2,4/4
677,离别,阿杜,2,2,2,4/4
678,离别的秋天,孙露,2,2,3,6/8
679,秋叶黄了想爹娘,赵真,1,2,2,4/4
680,秋天不回来,王强,3,2,2,4/4
681,秋风落叶,姜玉阳,3,2,2,4/4
682,移情别恋,郭峰,2,2,2,4/4
683,空城,杨坤,5,2,2,4/4
684,突然好想你,五月天,7,2,2,4/4
685,突然想起你,林宥嘉,2,2,2,4/4
686,站在草原望北京,乌兰图雅,1,2,2,4/4
687,童年,罗大佑,1,2,2,4/4
688,童话镇,许娜,1,2,2,4/4
689,笑忘书,李荣浩,2,2,3,6/8
690,笑红尘,陈淑桦,2,2,2,4/4
691,笑脸,谢东,1,2,2,4/4
692,笔记,周笔畅,3,2,2,4/4
693,笨小孩,刘德华  吴宗宪  柯受良,2,2,3,6/8
694,第一次,光良,6,2,2,4/4
695,第一次爱的人,王心凌,1,2,2,4/4
696,第三者的第三者,弦子,1,2,2,4/4
697,等不到的爱,文章,3,2,2,4/4
698,等你的季节【步步惊心】,刘诗诗,5,2,2,4/4
699,等你等了那么久,祁隆,1,2,2,4/4
700,等我回家,薛之谦,3,2,2,4/4
701,答应不爱你,郑中基,1,2,2,4/4
702,简单爱,周杰伦,3,2,2,4/4
703,算了,崔阿扎,5,2,2,4/4
704,算什么男人,周杰伦,1,2,2,4/4
705,篱笆墙的影子,毛阿敏,2,2,2,4/4
706,类似爱情,萧亚轩,1,2,2,4/4
707,粉红色的回忆,邓丽君,1,2,2,4/4
708,精忠报国,屠洪纲,4,2,2,4/4
709,繁花,董贞,3,2,2,4/4
710,红尘客栈,周杰伦,2,2,2,4/4
711,红尘情歌,高安,2,2,2,4/4
712,红玫瑰,张碧晨,2,2,2,4/4
713,红色高跟鞋,蔡健雅,6,2,2,4/4
714,红豆,王菲,5,2,2,4/4
715,红豆红,余静,1,2,2,4/4
716,红颜旧,刘涛,2,2,2,4/4
717,约定,周蕙,5,2,2,4/4
718,练习,刘德华,1,2,2,4/4
719,绅士,薛之谦,6,2,2,4/4
720,绒花,李谷一,1,2,2,4/4
721,给未来的自己,梁静茹,3,2,2,4/4
722,绝口不提爱你,郑中基,2,2,2,4/4
723,绿岛小夜曲,邓丽君,2,2,2,4/4
724,缘,高胜美,1,2,2,4/4
725,缘分五月,伍月,6,2,2,4/4
726,罗曼蒂克的爱情,贺敬轩,2,2,2,4/4
727,美丽心情,本多RuRu,4,2,2,4/4
728,美丽的草原我的家,佚名女,2,2,2,4/4
729,美人吟,李玲玉,2,2,2,4/4
730,美酒加咖啡,邓丽君,3,2,2,4/4
731,翅膀,林俊杰,1,2,2,4/4
732,老妹你真美,韩东,1,2,2,4/4
733,老婆你辛苦了,祁隆,1,2,2,4/4
734,老父亲,祁隆,1,2,2,4/4
735,老男孩,筷子组合,2,2,2,4/4
736,肩上的云,王建荣,4,2,2,4/4
737,胆小鬼,梁咏琪,2,2,2,4/4
738,背叛,曹格,2,2,2,4/4
739,背对背拥抱,林俊杰,3,2,2,4/4
740,胡桃夹子,张碧晨,5,2,2,4/4
741,自从有了你,赵薇,3,2,3,6/8
742,自从离别后,赵薇,1,2,2,4/4
743,至少还有你,林忆莲,2,2,2,4/4
744,致青春,王菲,3,3,2,3/4
745,舍不得忘记你,望海高歌,3,2,2,4/4
746,舍得,王呈章,1,2,2,4/4
747,芊芊,回音哥,1,2,2,4/4
748,芙蓉雨,刘珂矣,3,2,2,4/4
749,芦花,雷佳,1,3,2,3/4
750,花太香,任贤齐,1,2,2,4/4
751,花海,周杰伦,2,2,2,4/4
752,花香,许绍洋,2,2,2,4/4
753,苏州河,薛凯琪,3,2,2,4/4
754,苦咖啡,汤潮,5,2,2,4/4
755,草原上升起不落的太阳,蒋大为,3,2,2,4/4
756,莉莉安,宋冬野,2,3,2,3/4
757,菊花台,周杰伦,3,2,2,4/4
758,菩提偈,刘惜君,2,2,2,4/4
759,萍聚,卓依婷,2,2,2,4/4
760,葫芦娃,儿童歌曲,1,2,2,4/4
761,蒲公英的约定,周杰伦,1,2,2,4/4
762,蓝莲花,许巍,2,2,2,4/4
763,藕断丝连,陈瑞,2,2,2,4/4
764,虫儿飞,童声,1,2,2,4/4
765,虹之间,金贵晟,3,2,2,4/4
766,血染的风采,董文华,4,2,2,4/4
767,被伤过的心还可以爱谁,六哲,1,2,2,4/4
768,西海情歌,降央卓玛,1,2,2,4/4
769,认错,许嵩,2,2,2,4/4
770,让她降落,何璐,1,3,2,3/4
771,让我留在你身边,唐汉霄,1,2,2,4/4
772,记事本,陈慧琳,1,2,2,4/4
773,记得,林俊杰,4,2,2,4/4
774,许多年以后,赵鑫,1,2,2,4/4
775,该死的懦弱,胜屿,9,2,3,6/8
776,说了再见,周杰伦,2,2,2,4/4
777,说句心里话,阎维文,1,2,2,4/4
778,说好了不见面,小贱,2,2,2,4/4
779,说好的幸福呢,周杰伦,1,2,2,4/4
780,说散就散,袁娅维,2,2,2,4/4
781,说爱我,梁一贞,7,2,2,4/4
782,说谎,林宥嘉,1,2,2,4/4
783,请不要对我说SORRY,何洁,1,2,2,4/4
784,诺言,李翊君,1,2,2,4/4
785,谁在意我留下的泪,蒋雪儿,1,2,2,4/4
786,谁料皇榜中状元,卓依婷,1,2,2,4/4
787,谁的眼泪在飞,孟庭苇,1,2,2,4/4
788,谢谢你的爱,刘德华,1,2,2,4/4
789,谢谢你的爱1999,谢霆锋,6,2,2,4/4
790,豆浆油条,林俊杰,5,2,2,4/4
791,贝加尔湖畔,李健,2,2,2,4/4
792,走江南,亦心Elissa,4,2,2,4/4
793,走过咖啡屋,卓依婷,2,2,2,4/4
794,趁早,张宇,2,2,2,4/4
795,越过山丘,杨宗纬,6,2,2,4/4
796,路口,张震岳,5,2,2,4/4
797,路边的野花不要采,邓丽君,6,2,2,4/4
798,踏浪,卓依婷,4,2,2,4/4
799,车站,曹磊,6,3,2,3/4
800,轻轻的告诉你,杨钰莹,1,2,2,4/4
801,过云雨,张敬轩,1,2,3,6/8
802,过客,阿涵,1,2,2,4/4
803,过火,张信哲,1,2,2,4/4
804,还有我,任贤齐,5,2,2,4/4
805,这一生回忆有你就足够,关泽楠,1,2,2,4/4
806,远在北方孤独的鬼,花粥,6,2,3,6/8
807,远走高飞,金志文,2,2,2,4/4
808,迟来的爱,卓依婷,1,2,2,4/4
809,追梦人,阿木,1,2,2,4/4
810,追梦赤子心,Gala,3,2,2,4/4
811,追求,卓依婷,2,2,2,4/4
812,退,蒋蒋,2,2,2,4/4
813,逃,侯旭,3,2,2,4/4
814,逆战,张杰,1,2,2,4/4
815,逍遥叹,胡歌,1,2,2,4/4
816,逝去的爱,李安,1,2,2,4/4
817,遇,Ai Mini,3,2,2,4/4
818,遇到,方雅贤,1,2,2,4/4
819,遗憾,方炯镔,1,2,2,4/4
820,遥远的歌,刘惜君,2,2,2,4/4
821,那个人,周延英,2,2,2,4/4
822,那些你很冒险的梦,林俊杰,1,2,2,4/4
823,那些年,胡夏,1,2,2,4/4
824,那女孩对我说,黄义达,1,2,2,4/4
825,那年的情书,江美琪,4,2,2,4/4
826,都怪我,刘德华,2,2,2,4/4
827,都选c,大鹏,3,2,2,4/4
828,酒后更想你,倪尔萍,3,2,2,4/4
829,酒干倘卖无,孙露,3,2,2,4/4
830,酒醉的探戈2001,动力火车,1,2,2,4/4
831,醉相思,祁隆,1,2,2,4/4
832,重生,容祖儿,2,2,2,4/4
833,野子,苏运莹,2,2,2,4/4
834,野孩子,杨千嬅,1,2,2,4/4
835,野百合也有春天,孟庭苇,2,2,2,4/4
836,错过的情人,石梅,1,2,2,4/4
837,长安忆,双笙,2,2,2,4/4
838,长相依,卓依婷,1,2,2,4/4
839,长长的路慢慢地走,陈瑞,3,2,2,4/4
840,问,简弘亦,2,2,2,4/4
841,闯天涯,司徒兰芳,1,2,2,4/4
842,闯码头,大哲,1,2,2,4/4
843,闹够了没有原版,赖伟锋,1,2,3,6/8
844,阴天快乐,陈奕迅,2,2,2,4/4
845,阿刁【消音版】,赵雷,1,2,2,4/4
846,阿哥阿妹,谢军,2,2,2,4/4
847,除了你,云菲菲,2,2,2,4/4
848,陪你一起变老,唐古,3,2,2,4/4
849,陪你一起看草原,乌兰托娅,1,2,2,4/4
850,陪我看日出,蔡淳佳,1,2,2,4/4
851,隐形的翅膀,张韶涵,2,2,2,4/4
852,难道爱一个人有错吗,郑源,2,2,2,4/4
853,雁南飞,关牧村,1,2,2,4/4
854,雨一直下,张宇,2,2,2,4/4
855,雨荷,雪晗,1,2,2,4/4
856,雨蝶,李翊君,1,2,3,6/8
857,雪人,范晓萱,1,2,2,4/4
858,需要人陪,王力宏,1,2,2,4/4
859,霜雪千年,洛天依,2,2,2,4/4
860,青城山下白素贞,赵雅芝,1,2,2,4/4
861,青春修炼手册,Tfboys,1,2,2,4/4
862,青花,周传雄,2,2,2,4/4
863,青藏高原,李娜,3,2,2,4/4
864,非你莫属,林依晨,3,2,2,4/4
865,靠近一点点,梁心颐,1,2,2,4/4
866,风含情水含笑,杨钰莹,1,2,2,4/4
867,风吹麦浪,李健,4,2,2,4/4
868,风往北吹,孙楠,2,2,2,4/4
869,风铃,周蕙,2,3,2,3/4
870,风雨无阻,周华健,2,2,2,4/4
871,风飞沙,迪克牛仔,2,2,2,4/4
872,飘摇,周迅,2,3,2,3/4
873,飘雪,陈慧娴,1,2,2,4/4
874,飞蛾扑火,彭丽丽,1,2,2,4/4
875,香水,谢霆锋,4,2,2,4/4
876,香水有毒,胡杨林,1,2,2,4/4
877,香烟爱上火柴,张政,1,2,2,4/4
878,驼铃,刀郎,2,2,2,4/4
879,驿动的心,姜育恒,3,2,2,4/4
880,高原红,容中尔甲,1,2,2,4/4
881,高原蓝,乌兰托娅,1,2,2,4/4
882,鬼迷心窍,李宗盛,4,2,2,4/4
883,魔鬼中的天使,田馥甄,1,2,2,4/4
884,鱼,姚贝娜,1,2,2,4/4
885,鸿雁,呼斯楞,2,2,2,4/4
886,黄昏,周传雄,1,2,2,4/4
887,黄玫瑰,孙露,1,3,2,3/4
888,黑白配,范玮琪,1,2,2,4/4
889,黑色幽默,周杰伦,1,2,2,4/4
890,默,那英,4,2,2,4/4
891,龙卷风,周杰伦,1,2,2,4/4
892,不要在我的伤口撒盐,庄心妍,2,2,2,4/4
893,但愿人长久,王菲,3,2,2,4/4
894,你要的爱,戴佩妮,1,2,2,4/4
895,值得,郑秀文,1,2,2,4/4
896,可以了,陈奕迅,4,2,2,4/4
897,回忆总想哭,姜玉阳 南宫嘉骏,1,2,2,4/4
898,在水一方,邓丽君,5,2,2,4/4
899,大女人,张宇,1,2,2,4/4
900,天空,蔡依林,2,2,2,4/4
901,女人的选择,姜育恒,4,2,2,4/4
902,女人花,梅艳芳,2,2,2,4/4
903,好可惜,庄心妍,4,2,2,4/4
904,孤单心事,蓝又时,2,2,2,4/4
905,小城故事,邓丽君,5,2,2,4/4
906,山不转水转,那英,3,2,2,4/4
907,小龙人,小龙人,3,2,2,4/4
908,小乌龟,张栋梁,1,2,2,4/4
909,蓝精灵,儿童歌曲,1,2,2,4/4
